,Title,Event start,Event end,Category 1,Category 2,Location,coords
2617, Mpt Xmas Party In The Park,2017-11-30,2017-12-01,Private Event,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2618,Wedding Ceremony ,2017-12-31,2018-01-01,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2621, Midsumma Carnival & T-Dance,2018-01-10,2018-01-17,Public Event - Non Ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2622,Wedding Ceremony ,2017-10-28,2017-10-29,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2623,Wedding Ceremony ,2017-10-28,2017-10-29,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2624, Circus Oz,2017-05-31,2017-07-26,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
2628, Proposal,2017-12-15,2017-12-16,Private Event,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2630, Heritage Paddle Picnic,2017-04-30,2017-05-01,Private Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2633, Birdlife Australia Christmas Event,2017-12-08,2017-12-09,Private Event ,Christmas Party ,Carlton Gardens,"-37.80194335, 144.9719701710172"
2634, Sri Chinmoy Tan Team Relays,2017-11-26,2017-11-27,Public Event - Run/Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
2641, Engagement Wark,2017-11-24,2017-11-25,Private Event,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2643,Wedding Ceremony ,2017-11-17,2017-11-18,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2647,Wedding Ceremony ,2017-12-24,2017-12-25,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2648, Bill's Walk For Brain Cancer,2017-11-12,2017-11-13,Private Event,,Kings Domain,"-37.8255684, 144.9753018434737"
2650, Gta Christmas Family Picnic,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2657, Dedjtr End Of Year Event,2017-12-08,2017-12-09,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2661, Smart City Office Christmas Party,2017-12-08,2017-12-09,Private Event ,Christmas Party  ,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2663, Dhhs End Of Year Staff Event,2017-12-12,2017-12-13,Private Event,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2664, Xcr'17 Rd 10 Princes Park Relays,2017-09-16,2017-09-17,Public Event - Run/Walk,,Princes Park ,"-37.7836516, 144.96190495814238"
2667, Mix And Match,2017-12-21,2017-12-22,Private Event,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
2668, Kidney Health Walk,2017-09-10,2017-09-11,Public Event - Low Impact Activity,,Kings Domain,"-37.8255684, 144.9753018434737"
2672, Impact English College Eoy Picnic,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Carlton Gardens,"-37.80194335, 144.9719701710172"
2674, Melbourne Music Week HUB 2017,2017-11-08,2017-11-27,Public Event - Non Ticketed,,Swanston Street,"-37.7993751, 144.9642518"
2676,Wedding Ceremony ,2017-05-07,2017-05-08,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2677, Cherry Rock 2017,2017-05-07,2017-05-09,Public Event - Ticketed,,ACDC Lane,"-37.8153838, 144.9708267"
2681, Shore,2017-05-12,2017-05-14,Public Event - Low Impact Activity,,Royal Park,"-37.781267650000004, 144.9516677441212"
2682, Monash College Eoy Celebration,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Tom's Block,"-37.82482925, 144.97158393193268"
2684, Sri Chinmoy 15km Run,2017-04-23,2017-04-24,Public Event - Run/Walk,,Princes Park ,"-37.7836516, 144.96190495814238"
2685, Bsr Christmas/end Of Year Party,2017-12-20,2017-12-21,Private Event ,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
2686, Grace's Garden Party,2017-12-18,2017-12-19,Private Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2688, Fawkner Park Children's Centre,2017-12-01,2017-12-02,Private Event ,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
2692, Vrr Fun Run - Princes Park ,2017-08-20,2017-08-21,Public Event - Run/Walk,,Princes Park ,"-37.7836516, 144.96190495814238"
2693, Uplift Events Christmas Party,2017-11-27,2017-11-28,Private Event,Christmas Party ,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2694, Zd End Of Year,2017-12-07,2017-12-09,Private Event ,Christmas Party ,Batman Park,"-37.821949700000005, 144.9564064292606"
2697,Wedding Ceremony ,2017-10-28,2017-10-29,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2701, Melbourne University College Regatta,2017-05-06,2017-05-07,Pubilc Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2702, Liv Fun Run And Walk,2017-11-20,2017-11-21,Private Event,,Kings Domain,"-37.8255684, 144.9753018434737"
2704, Spsdr Christmas Lunch,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2707,Wedding Ceremony ,2017-11-24,2017-11-25,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2710, Nab Bpmo Bbq,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2712,Wedding Ceremony ,2017-10-07,2017-10-08,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2714, Open House Melbourne Weekend,2017-07-27,2017-08-01,Public Event - Low Impact Activity,,Swanston Street,"-37.7993751, 144.9642518"
2716, Commemorative Funeral,2017-10-26,2017-10-28,Public Event - Memorial,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
2717, City on a Hill Family Picnic,2017-10-28,2017-10-29,Private Event,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2718,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2719,Wedding Ceremony ,2017-08-05,2017-08-06,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2721,Wedding Ceremony ,2018-01-20,2018-01-21,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2722,Wedding Ceremony ,2017-11-11,2017-11-12,Wedding,,Princes Park ,"-37.7836516, 144.96190495814238"
2726, Smmb Lorde,2017-11-25,2017-11-28,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
2728, Jds Family Christmas Party,2017-12-10,2017-12-11,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2729,Wedding Ceremony ,2018-01-13,2018-01-14,Wedding,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2730, Madman Staff Party,2017-11-24,2017-11-25,Private Event,,Treasury Gardens,"-37.8143952, 144.97602661372298"
2731, Big Steps Community Event,2017-05-27,2017-05-28,Public Event - Low Impact Activity,,Treasury Gardens,"-37.8143952, 144.97602661372298"
2732,Wedding Ceremony ,2017-10-20,2017-10-21,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2738, Yr 3b Alfred Hospital Med Students Eoy Bbq,2017-10-20,2017-10-21,Private Event -,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
2740, Health Service Christmas BBQ,2017-12-13,2017-12-14,Private Event ,Christmas Party ,Kings Domain,"-37.8255684, 144.9753018434737"
2741,Wedding Ceremony ,2017-12-10,2017-12-11,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2743,Wedding Ceremony ,2017-12-31,2018-01-01,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2747, The Athlete's Foot Conference,2017-11-27,2017-11-28,Private Event,,Batman Park,"-37.821949700000005, 144.9564064292606"
2748,Wedding Ceremony ,2017-07-07,2017-07-08,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2751, Jacob And Brad's Engagement,2018-01-20,2018-01-21,Private Event,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2753, Mimco Christmas Get Together,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Kings Domain,"-37.8255684, 144.9753018434737"
2754,Wedding Ceremony ,2017-12-09,2017-12-10,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2755,Wedding Ceremony ,2017-12-09,2017-12-10,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2756,Wedding Ceremony ,2017-05-27,2017-05-28,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
2758, Survivor Olympics,2017-12-22,2017-12-23,Private Event,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2759,Wedding Ceremony ,2017-10-10,2017-10-11,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2763, Little Dreamers Young Carers Festival,2017-10-15,2017-10-16,Public Event - Non Ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
2764,Wedding Ceremony ,2017-09-02,2017-09-03,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2769,Wedding Ceremony ,2017-08-19,2017-08-20,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2770, Pop Up Shakespeares Globe,2017-07-17,2018-02-20,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
2773, Team Building,2017-08-21,2017-08-22,Private Event,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2774, Nme Ultra Marathon 2017,2017-10-25,2017-10-27,Private Event,,Kings Domain,"-37.8255684, 144.9753018434737"
2777, Harvey's Heroes Day,2017-07-04,2017-07-05,Public Event - Low Impact Activity,,North Melbourne Recreation Reserve,"-37.79914305, 144.94143031599395"
2780, ANZ Finance Systems Xmas Party,2017-12-07,2017-12-08,Private Event ,Christmas Party ,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2781, Hlttv Xmas Bbq,2017-11-26,2017-11-27,Private Event,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
2782,Wedding Ceremony ,2017-09-09,2017-09-10,Wedding,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2785, House Cross Country,2017-08-09,2017-08-10,Private Event,,Kings Domain,"-37.8255684, 144.9753018434737"
2787, Victoria Police Wall to Wall Ride,2017-09-15,2017-09-16,Public Event - Memorial,,"Tom's Block, St Kilda Road","-37.82482925, 144.97158393193268"
2788, Nature Valley Sampling,2017-11-10,2017-11-11,Promotion,,Evan Walker Bridge,"-37.8198247, 144.9650917"
2790,Wedding Ceremony ,2017-04-23,2017-04-24,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2791,Wedding Ceremony ,2017-06-17,2017-06-18,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2792,Wedding Ceremony ,2017-06-17,2017-06-18,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2797,Wedding Ceremony ,2017-10-14,2017-10-15,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2799, 2 Year Old Birthday Party,2017-04-22,2017-04-23,Private Event,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2801,Wedding Ceremony ,2017-10-21,2017-10-22,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2802,Wedding Ceremony ,2017-10-21,2017-10-22,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2806, Ecommerce Australia Post,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2807, Bupa Christmas Party,2017-11-28,2017-11-29,Private Event,Christmas Party ,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2812,Wedding Ceremony ,2017-12-20,2017-12-21,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2814,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2815,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2817,Wedding Ceremony ,2017-10-01,2017-10-02,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2827,Wedding Ceremony ,2017-10-14,2017-10-15,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2828, Staff Lunch,2017-11-03,2017-11-04,Private Event,,Fawkner Park,"-37.84128915, 144.98188695954508"
2831, CDH Sunflower Sunday,2017-11-12,2017-11-13,Public Event - Non Ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2833, Arlechin,2017-07-27,2017-07-28,Public Event - Ticketed,,Mornane Place,"-37.811681, 144.9705406"
2836,Wedding Ceremony ,2017-11-17,2017-11-18,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2838,Wedding Ceremony ,2017-04-28,2017-04-29,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2839,Wedding Ceremony ,2017-12-12,2017-12-13,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2841,Wedding Ceremony ,2017-10-01,2017-10-02,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2845,Wedding Ceremony ,2017-11-04,2017-11-05,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2846, Delwp Christmas Party,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2848,Wedding Ceremony ,2017-11-18,2017-11-19,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2849,Wedding Ceremony ,2017-11-18,2017-11-19,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2850,Wedding Ceremony ,2017-11-18,2017-11-19,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2859,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2860,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2862,Wedding Ceremony ,2017-12-30,2017-12-31,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2863,Wedding Ceremony ,2017-12-30,2017-12-31,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2864,Wedding Ceremony ,2017-12-30,2017-12-31,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2871,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2872,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2873,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2883, Bells Of Peace,2017-09-21,2017-09-22,Public Event - Low Impact Activity,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
2886,Wedding Ceremony ,2017-12-17,2017-12-18,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2887, Ku Alfred Child Care End Of Year Party,2017-11-30,2017-12-01,Private Event ,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
2888,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2889, Ghd Water 2017  Xmas Bbq,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Queen Victoria Gardens,"-37.821972450000004, 144.97172632643083"
2892,Wedding Ceremony ,2017-11-18,2017-11-19,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2893,Wedding Ceremony ,2017-11-18,2017-11-19,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2894, 5km Scadaddle For Scad Research,2017-09-17,2017-09-18,Public Event - Ticketed,,Princes Park ,"-37.7836516, 144.96190495814238"
2897, Aconex Eoy Staff Function,2017-12-08,2017-12-09,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
2898, Parkville Parkrun Anniversary,2017-04-29,2017-04-30,Pubilc Event - Non-ticketed,,Princes Park ,"-37.7836516, 144.96190495814238"
2899, Bikes For Tykes Corporate,2017-11-23,2017-11-24,Private Event,,Fawkner Park,"-37.84128915, 144.98188695954508"
2900, Anzsog Christmas Party,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Carlton Gardens,"-37.80194335, 144.9719701710172"
2903,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2904,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2905,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2907,Wedding Ceremonys ,2017-10-28,2017-10-29,Wedding,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2909, Mercy To Mankind Multicultural Festival,2017-12-16,2017-12-17,Public Event - Non Ticketed,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
2911, Picnic In The Park,2017-12-08,2017-12-09,Private Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2913, Vrr Fun Run - New Years Eve,2017-12-31,2018-01-01,Public Event - Run/Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
2915, Tan Time Trial,2017-03-04,2018-02-04,Public Event - Run/Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
2918,Wedding Ceremony ,2017-12-27,2017-12-28,Wedding,,Royal Park,"-37.781267650000004, 144.9516677441212"
2920, Team Building Event,2017-11-21,2017-11-22,Private Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2926, Head Of The Yarra Rowing Regatta,2017-11-24,2017-11-27,Public Event - Non Ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2928,Wedding Ceremony ,2017-11-06,2017-11-07,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
2936, Offspring S7,2017-05-26,2017-05-27,Public Event - Low Impact Activity,Filming ,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2941,Wedding Ceremony ,2017-11-25,2017-11-26,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
2944, Blue Ribbon Fun Run,2017-05-07,2017-05-08,Private Event,,Kings Domain,"-37.8255684, 144.9753018434737"
2946,Wedding Ceremony ,2017-11-05,2017-11-06,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
2947,Wedding Ceremony ,2017-12-16,2017-12-17,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2948,Wedding Ceremony ,2017-12-16,2017-12-17,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2950,Wedding Ceremony ,2017-04-22,2017-04-23,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2951,Wedding Ceremony ,2017-04-22,2017-04-23,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2958,Wedding Ceremony ,2017-11-19,2017-11-20,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2965,Wedding Ceremony ,2017-10-15,2017-10-16,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2966, Fun Run,2017-11-18,2017-11-19,Private Event,,Princes Park ,"-37.7836516, 144.96190495814238"
2968, Fs Fy17 Recognition Bbq,2017-11-24,2017-11-25,Private Event,,Princes Park ,"-37.7836516, 144.96190495814238"
2970, Two Feet And A Heartbeat,2017-09-10,2017-09-11,Public Event - Run/Walk,,Princes Park ,"-37.7836516, 144.96190495814238"
2971, Pop Up Event Space,2017-12-13,2017-12-17,Private Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
2972,Wedding Ceremony ,2017-12-01,2017-12-02,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2978,Wedding Ceremony ,2017-11-23,2017-11-24,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2979, Sri Chinmoy Winter Running Festival,2017-07-22,2017-07-24,Public Event - Run/Walk,,Princes Park ,"-37.7836516, 144.96190495814238"
2983, Walk To D'feet Mnd,2017-11-19,2017-11-20,Public Event - Run/Walk,,Princes Park ,"-37.7836516, 144.96190495814238"
2984,Wedding Ceremony ,2017-04-24,2017-04-25,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
2986, Recovery Bbq,2018-01-21,2018-01-22,Private Event,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
2988,Wedding Ceremony ,2017-12-16,2017-12-17,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2989,Wedding Ceremony ,2017-12-16,2017-12-17,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
2994, Kaiser Trading Staff Christmas Party,2017-12-09,2017-12-10,Private Event ,Christmas Party ,Kings Domain,"-37.8255684, 144.9753018434737"
2997, Apn Outdoor Ham Day,2017-12-13,2017-12-14,Private Event ,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
2998, Pratt's Party For The Kids,2017-11-29,2017-12-01,Public Event - Non Ticketed,,Royal Park,"-37.781267650000004, 144.9516677441212"
2999, Tws End Of Year Party  Event,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Alexandra Gardens,"-37.82113635, 144.97342992468816"
3002,Wedding Ceremony ,2017-04-23,2017-04-24,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
3005, Experian Bring Kids To Work Day,2017-12-14,2017-12-15,Private Event,,Fawkner Park,"-37.84128915, 144.98188695954508"
3008, Telstra Survivor,2017-11-29,2017-11-30,Private Event,,Treasury Gardens,"-37.8143952, 144.97602661372298"
3010, 2017 Australian 50km Race Walking Championships,2017-12-17,2017-12-18,Public Event - Run/Walk,,Fawkner Park,"-37.84128915, 144.98188695954508"
3014, Frontyard Youth Action Group Compassion Booth,2017-09-21,2017-09-22,Public Event - Low Impact Activity,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
3016,Wedding Ceremony ,2017-11-11,2017-11-12,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
3017, Australia Post Tsc Christmas Bbq,2017-12-14,2017-12-15,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
3019, Prime Christmas Party,2017-12-08,2017-12-09,Private Event ,Christmas Party ,Fawkner Park,"-37.84128915, 144.98188695954508"
3021, Amp Capital Contractors Bbq,2017-12-19,2017-12-20,Private Event ,Christmas Party ,Treasury Gardens,"-37.8143952, 144.97602661372298"
3025,Wedding Ceremony ,2017-12-02,2017-12-03,Wedding,,Queen Victoria Gardens,"-37.821972450000004, 144.97172632643083"
3029, Night Noodle Markets,2017-11-05,2017-11-30,Public Event - Non Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
3031,Wedding Ceremony ,2017-11-10,2017-11-11,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
3036,Wedding Ceremony ,2017-10-28,2017-10-29,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
3038, The Zine Scene (MMW),2017-11-18,2017-11-19,Public Event - Music,,Howey Place,"-37.815233, 144.9656488"
3044, Vision Super Social Club Xmas Party,2017-12-08,2017-12-09,Private Event ,Christmas Party ,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
3045, It Bbq,2017-12-15,2017-12-16,Private Event ,Christmas Party ,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
3047, Vfl Round 3 Match,2017-04-29,2017-04-30,Pubilc Event - Non-ticketed,,North Melbourne Recreation Reserve,"-37.79914305, 144.94143031599395"
3049, Mpavilion,2017-07-17,2018-02-19,Public Event - Low Impact Activity,,Queen Victoria Gardens,"-37.821972450000004, 144.97172632643083"
3050,Wedding Ceremony ,2018-01-13,2018-01-14,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
3051,Wedding Ceremony ,2018-01-13,2018-01-14,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
3055, Herbert Smith Freehills,2017-11-23,2017-11-24,Private Event,,Kings Domain,"-37.8255684, 144.9753018434737"
3057,Wedding Ceremony ,2018-01-21,2018-01-22,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
3059, The Tan Ultra Running Festival,2017-08-27,2017-08-28,Public Event - Run/Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
3060, Live At The Steps,2017-11-17,2017-11-18,Public Event - Music,,Treasury Gardens,"-37.8143952, 144.97602661372298"
3061,Wedding Ceremony ,2017-10-15,2017-10-16,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
3062,Wedding Ceremony ,2017-10-15,2017-10-16,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
3067, Bp Corporate Lunch,2017-11-22,2017-11-23,Private Event,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
3069,Wedding Ceremony ,2018-01-13,2018-01-14,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
3070,Wedding Ceremony ,2018-01-06,2018-01-07,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
3071, Grand Final Eve Bbq,2017-09-28,2017-09-29,Private Event,,Fawkner Park,"-37.84128915, 144.98188695954508"
3072,Wedding Ceremony ,2017-11-18,2017-11-19,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
3074,Wedding Ceremony ,2017-12-23,2017-12-24,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
3075, The Melbourne Gothic & Victorian Picnic,2017-10-14,2017-10-15,Public Event - Low Impact Activity,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
3077, The Australian Boat Race,2017-10-22,2017-10-23,Public Event - Non Ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
3078, CGPS Mini Olympics,2017-10-26,2017-10-27,Private Event,,Carlton Gardens,"-37.80194335, 144.9719701710172"
